producto,precio,vendedor,ubicacion,reputacion_vendedor,fecha_extraccion,url_producto,disponible,envio_gratis,categoria
Heladera Freezer Superior Samsung No Frost 382 L Rt38k5932sl Color Inox,$1.574.999,Por Megatone,No disponible,No disponible,2025-06-07,https://www.mercadolibre.com.ar/heladera-freezer-superior-samsung-no-frost-382-l-rt38k5932sl-color-inox/p/MLA15221027?highlight=true&headerTopBrand=true#polycard_client=search-nordic&searchVariation=MLA15221027&wid=MLA886009219&position=19&search_layout=stack&type=product&tracking_id=8f446738-72fa-4b9d-a6de-af756f4dcedd&sid=search,Sí,No,heladera
Heladera Con Freezer Drean Cíclica 314l Negra Hdr320f50n,$1.135.499,Por NOVOGAR,No disponible,No disponible,2025-06-07,https://www.mercadolibre.com.ar/heladera-con-freezer-drean-ciclica-314l-negra-hdr320f50n/p/MLA45341716?highlight=true&headerTopBrand=true#polycard_client=search-nordic&searchVariation=MLA45341716&wid=MLA1485651437&position=23&search_layout=stack&type=product&tracking_id=8f446738-72fa-4b9d-a6de-af756f4dcedd&sid=search,Sí,No,heladera
Heladera Con Freezer Dispenser Neba H240y Eficiencia A Color Acero,$536.999,Por Radio Sapienza,No disponible,No disponible,2025-06-07,https://www.mercadolibre.com.ar/heladera-con-freezer-dispenser-neba-h240y-eficiencia-a-color-acero/p/MLA41848924?highlight=false&headerTopBrand=true#polycard_client=search-nordic&searchVariation=MLA41848924&wid=MLA1936044234&position=16&search_layout=stack&type=product&tracking_id=8f446738-72fa-4b9d-a6de-af756f4dcedd&sid=search,Sí,No,heladera
Heladera No Frost Gafa Hgfn3000b 265lts Blanca,$583.387,Por azkar,No disponible,No disponible,2025-06-07,https://www.mercadolibre.com.ar/heladera-no-frost-gafa-hgfn3000b-265lts-blanca/p/MLA29374296?highlight=true&headerTopBrand=true#polycard_client=search-nordic&searchVariation=MLA29374296&wid=MLA1969578748&position=25&search_layout=stack&type=product&tracking_id=8f446738-72fa-4b9d-a6de-af756f4dcedd&sid=search,Sí,No,heladera
Heladera Bajo Mesada Siam Retro 90l Color Crema,$409.999,Por Tienda Newsan,No disponible,No disponible,2025-06-07,https://www.mercadolibre.com.ar/heladera-bajo-mesada-siam-retro-90l-color-crema/p/MLA45818950?highlight=true&headerTopBrand=true#polycard_client=search-nordic&searchVariation=MLA45818950&wid=MLA1495673247&position=18&search_layout=stack&type=product&tracking_id=8f446738-72fa-4b9d-a6de-af756f4dcedd&sid=search,Sí,No,heladera
Heladera Gafa Hgf388afp Plata Con Freezer 374l 220v,$1.476.531,Por azkar,No disponible,No disponible,2025-06-07,https://www.mercadolibre.com.ar/heladera-gafa-hgf388afp-plata-con-freezer-374l-220v/p/MLA19710495?highlight=true&headerTopBrand=true#polycard_client=search-nordic&searchVariation=MLA19710495&wid=MLA2095815150&position=21&search_layout=stack&type=product&tracking_id=8f446738-72fa-4b9d-a6de-af756f4dcedd&sid=search,Sí,No,heladera
Heladera Bajo Mesada Siam Retro 50l Color Negro,$379.999,Por Siam,No disponible,No disponible,2025-06-07,https://www.mercadolibre.com.ar/heladera-bajo-mesada-siam-retro-50l-color-negro/p/MLA45946405?highlight=false&headerTopBrand=true#polycard_client=search-nordic&searchVariation=MLA45946405&wid=MLA2017461256&position=6&search_layout=stack&type=product&tracking_id=8f446738-72fa-4b9d-a6de-af756f4dcedd&sid=search,Sí,No,heladera
Heladera Bajo Mesada Philco Phbm093b 90 L Blanca Color Blanco,$415.999,No disponible,No disponible,No disponible,2025-06-07,https://www.mercadolibre.com.ar/heladera-bajo-mesada-philco-phbm093b-90-l-blanca-color-blanco/p/MLA20995390?highlight=true&headerTopBrand=false#polycard_client=search-nordic&searchVariation=MLA20995390&wid=MLA2063658886&position=11&search_layout=stack&type=product&tracking_id=8f446738-72fa-4b9d-a6de-af756f4dcedd&sid=search,Sí,No,heladera
Heladera inverter no frost Samsung RT29K577J con freezer 299L,$1.140.000,No disponible,No disponible,No disponible,2025-06-07,https://www.mercadolibre.com.ar/heladera-inverter-no-frost-samsung-rt29k577j-con-freezer-299l/p/MLA17005892?highlight=true&headerTopBrand=false#polycard_client=search-nordic&searchVariation=MLA17005892&wid=MLA1503459439&position=15&search_layout=stack&type=product&tracking_id=8f446738-72fa-4b9d-a6de-af756f4dcedd&sid=search,Sí,No,heladera
Heladera Gafa Hgf358 Plata Con Freezer 282l 220v,$675.602,Por Casa del audio,No disponible,No disponible,2025-06-07,https://www.mercadolibre.com.ar/heladera-gafa-hgf358-plata-con-freezer-282l-220v/p/MLA19879535?highlight=true&headerTopBrand=true#polycard_client=search-nordic&searchVariation=MLA19879535&wid=MLA1487470950&position=13&search_layout=stack&type=product&tracking_id=8f446738-72fa-4b9d-a6de-af756f4dcedd&sid=search,Sí,No,heladera
